protein_id,cluster_id,permanence,fd,membership,intra,extra,emax
4932.YHR040W,2,2.0829831932773106,0.0,1.0414915966386553,16,8,4
4932.YER057C,2,3.0,0.0,1.5,6,2,1
4932.YML014W,2,5.414285714285715,0.0,2.7071428571428573,36,6,3
4932.YHR066W,2,3.65149618841734,0.0,1.82574809420867,189,46,3
4932.YDR304C,2,0.0,0.0,0.0,0,11,-1
4932.YHR089C,2,1.3560126582278482,0.0,0.6780063291139241,79,51,3
4932.YKL191W,2,2.2945054945054943,0.0,1.1472527472527472,14,5,3
4932.YML080W,2,34.79378881987578,0.0,17.39689440993789,70,2,5
4932.YGL195W,2,0.0,0.0,0.0,8,28,-1
4932.YCR057C,2,3.408557235138339,0.0,1.7042786175691695,225,56,3
4932.YKR064W,2,0.0,0.0,0.0,1,2,-1
4932.YAL059W,2,3.33601951448892,0.0,1.66800975724446,108,29,3
4932.YDL111C,2,1.7478005865102642,0.0,0.8739002932551321,62,34,3
4932.YLR129W,2,3.361216214487637,0.0,1.6806081072438186,209,53,3
4932.YLR022C,2,0.6692982456140351,0.0,0.33464912280701753,20,19,3
4932.YLR074C,2,1.42286641778932,0.0,0.71143320889466,101,61,3
4932.YOL077C,2,2.6369630560133994,0.0,1.3184815280066997,210,68,3
4932.YDR184C,2,23.961879432624112,0.0,11.980939716312056,49,1,5
4932.YBR192W,2,4.185714285714286,0.0,2.092857142857143,22,4,1
4932.YBR233W,2,0.0,0.0,0.0,2,3,-1
4932.YML119W,2,0.0,0.0,0.0,0,7,-1
4932.YKL172W,2,2.8689371683632805,0.0,1.4344685841816402,205,63,3
4932.YNL132W,2,3.5904158334615186,0.0,1.7952079167307593,200,48,3
4932.YHR148W,2,1.4323645320197045,0.0,0.7161822660098522,174,101,3
4932.YMR211W,2,0.0,0.0,0.0,1,2,-1
4932.YIR014W,2,0.0,0.0,0.0,0,4,-1
4932.YGR195W,2,1.8458110516934045,0.0,0.9229055258467023,68,34,3
4932.YBR209W,2,0.0,0.0,0.0,0,4,-1
4932.YGR197C,2,0.0,0.0,0.0,0,5,-1
4932.YOR048C,2,0.0375322542810228,0.0,0.0187661271405114,31,48,11
4932.YNL058C,2,0.0,0.0,0.0,1,4,-1
4932.YFL023W,2,1.5096153846153846,0.0,0.7548076923076923,15,6,4
4932.YBR061C,2,17.635758998435055,0.0,8.817879499217527,73,3,9
4932.YBR267W,2,1.1276499076821946,0.0,0.5638249538410973,95,70,3
4932.YNL035C,2,2.9333333333333336,0.0,1.4666666666666668,6,2,5
4932.YGR035C,2,0.0,0.0,0.0,0,6,-1
4932.YDL213C,2,2.6187363834422657,0.0,1.3093681917211328,136,48,3
4932.YER168C,2,0.0,0.0,0.0,5,7,9
4932.YJL206C,2,0.0,0.0,0.0,0,3,-1
4932.YNL111C,2,0.0,0.0,0.0,3,16,-1
4932.YML094W,2,0.0,0.0,0.0,5,52,-1
4932.YBR141C,2,1.0,0.0,0.5,28,0,-1
4932.YAL020C,2,0.41428571428571437,0.0,0.20714285714285718,18,15,4
4932.YJR002W,2,3.716757534844253,0.0,1.8583787674221266,166,43,3
4932.YLR222C,2,3.4863070652544335,0.0,1.7431535326272167,211,52,3
4932.YGR271C-A,2,4.373225845362068,0.0,2.186612922681034,78,16,10
4932.YBR290W,2,0.0,0.0,0.0,2,14,-1
4932.YOL142W,2,1.9981456354590683,0.0,0.9990728177295342,66,31,3
4932.YDR152W,2,0.0,0.0,0.0,11,3,3
4932.YMR239C,2,3.815160955347871,0.0,1.9075804776739356,109,26,3
4932.YOR078W,2,2.763088030721605,0.0,1.3815440153608025,106,37,3
4932.YPR163C,2,0.8392374526128675,0.0,0.41961872630643376,51,47,3
4932.YDR478W,2,0.0,0.0,0.0,10,18,4
4932.YMR312W,2,2.0,0.0,1.0,13,6,4
4932.YER127W,2,3.118021808699775,0.0,1.5590109043498874,179,50,3
4932.YBL028C,2,1.2844639097566497,0.0,0.6422319548783249,99,61,3
4932.YDR528W,2,1.0,0.0,0.5,1,0,-1
4932.YDR299W,2,4.450934044412305,0.0,2.2254670222061526,185,39,3
4932.YDL175C,2,1.686111111111111,0.0,0.8430555555555554,16,9,3
4932.YNL124W,2,27.328282828282827,0.0,13.664141414141413,55,2,5
4932.YBR034C,2,3.82495964624337,0.0,1.912479823121685,107,26,4
4932.YJR041C,2,14.681034482758621,0.0,7.3405172413793105,60,3,3
4932.YBL071W-A,2,2.8596491228070176,0.0,1.4298245614035088,20,6,3
4932.YGR095C,2,2.1240196078431373,0.0,1.0620098039215686,80,35,3
4932.YMR136W,2,0.0,0.0,0.0,0,3,-1
4932.YER046W-A,2,0.0,0.0,0.0,0,3,-1
4932.YNL313C,2,6.648891904115785,0.0,3.3244459520578924,67,10,5
4932.YDR324C,2,4.295243528876391,0.0,2.1476217644381954,187,44,3
4932.YJL109C,2,3.5591218106344478,0.0,1.7795609053172239,178,47,3
4932.YDR361C,2,9.079435313948588,0.0,4.539717656974294,113,12,3
4932.YHR085W,2,2.070387567665245,0.0,1.0351937838326224,133,58,3
4932.YBR025C,2,0.0,0.0,0.0,0,17,-1
4932.YDR514C,2,1.0,0.0,0.5,5,0,-1
4932.YLR280C,2,0.0,0.0,0.0,0,3,-1
4932.YPL193W,2,0.8,0.0,0.4,5,7,4
4932.YAL036C,2,1.0785714285714287,0.0,0.5392857142857144,19,8,3
4932.YBL048W,2,0.0,0.0,0.0,0,4,-1
4932.YHR072W-A,2,0.8922913343965975,0.0,0.44614566719829873,45,38,4
4932.YDL148C,2,4.3603238866396765,0.0,2.1801619433198383,210,43,3
4932.YLL008W,2,5.199475153545505,0.0,2.5997375767727524,204,32,3
4932.YMR217W,2,0.5005314721137222,0.0,0.2502657360568611,70,97,5
4932.YDL199C,2,2.0,0.0,1.0,7,3,4
4932.YHR065C,2,25.28345373237014,0.0,12.64172686618507,150,9,3
4932.YIR012W,2,3.0973785250893684,0.0,1.5486892625446842,84,26,3
4932.YPL239W,2,0.4444444444444444,0.0,0.2222222222222222,9,9,3
4932.YDR496C,2,3.924144051885987,0.0,1.9620720259429936,219,48,3
4932.YHR050W,2,0.0,0.0,0.0,1,10,-1
4932.YMR049C,2,2.1828332304315015,0.0,1.0914166152157507,227,85,3
4932.YPL226W,3,0.0,0.0,0.0,120,131,2
4932.YNL001W,3,19.081845919145692,0.0,9.540922959572846,118,3,11
4932.YFR049W,3,6.4,0.0,3.2,32,5,5
4932.YGL049C,3,0.0,0.0,0.0,44,40,11
4932.YJR064W,3,0.6827300150829562,0.0,0.3413650075414781,55,48,14
4932.YBR165W,3,0.0,0.0,0.0,0,3,-1
4932.YLR195C,3,0.0,0.0,0.0,1,12,-1
4932.YML025C,3,6.174841779914635,0.0,3.0874208899573174,114,13,1
4932.YOR253W,3,2.4340067340067337,0.0,1.2170033670033669,57,20,4
4932.YFR031C-A,3,2.610683947006817,0.0,1.3053419735034084,226,74,2
4932.YKL044W,3,0.0,0.0,0.0,1,3,-1
4932.YGR037C,3,0.0,0.0,0.0,3,14,-1
4932.YNL199C,3,0.0,0.0,0.0,0,3,-1
4932.YNL005C,3,7.345266296857604,0.0,3.672633148428802,149,17,1
4932.YJR011C,3,0.0,0.0,0.0,0,3,-1
4932.YPL220W,3,7.7592731829573935,0.0,3.8796365914786968,192,22,2
4932.YJL059W,3,0.0,0.0,0.0,2,12,-1
4932.YPR166C,3,27.069223697332333,0.0,13.534611848666167,194,5,1
4932.YDL130W,3,30.76732026143791,0.0,15.383660130718955,155,4,2
4932.YLR388W,3,10.683903062293158,0.0,5.341951531146579,223,16,2
4932.YGL076C,3,2.398416763170651,0.0,1.1992083815853254,190,71,2
4932.YML009C,3,10.059573925245568,0.0,5.029786962622784,138,10,2
4932.YPL198W,3,16.2326618136674,0.0,8.1163309068337,183,8,2
4932.YDR494W,3,10.525149415560374,0.0,5.262574707780187,75,6,1
4932.YMR230W,3,24.534545967287084,0.0,12.267272983643542,200,6,2
4932.YOR260W,3,1.3714285714285714,0.0,0.6857142857142857,13,5,10
4932.YDR033W,3,0.0,0.0,0.0,1,3,-1
4932.YOR077W,3,0.0,0.0,0.0,0,3,-1
4932.YDR246W-A,3,0.0,0.0,0.0,0,7,-1
4932.YBL038W,3,8.983587624496716,0.0,4.491793812248358,122,12,1
4932.YDR237W,3,8.123515958119274,0.0,4.061757979059637,198,20,1
4932.YLR297W,3,0.0,0.0,0.0,0,5,-1
4932.YBR181C,3,1.5518186838436616,0.0,0.7759093419218308,216,112,2
4932.YDL081C,3,52.285480973379066,0.0,26.142740486689533,157,3,2
4932.YEL009C,3,0.0,0.0,0.0,16,101,-1
4932.YLR387C,3,2.8333333333333335,0.0,1.4166666666666667,51,18,2
4932.YOR163W,3,1.0,0.0,0.5,10,10,7
4932.YOR314W,3,0.0,0.0,0.0,0,3,-1
4932.YBR118W,3,3.197340754483611,0.0,1.5986703772418056,101,28,5
4932.YPL037C,3,21.987971316215592,0.0,10.993985658107796,132,6,10
4932.YFR032C-A,3,5.2375492087328945,0.0,2.6187746043664473,207,32,2
4932.YNL181W,3,0.0,0.0,0.0,0,11,-1
4932.YGL143C,3,5.6078431372549025,0.0,2.8039215686274512,18,2,1
4932.YPL189W,3,0.0,0.0,0.0,1,2,-1
4932.YGL147C,3,4.037303738431861,0.0,2.0186518692159305,224,47,2
4932.YER036C,3,0.0,0.0,0.0,70,69,2
4932.YDR266C,3,1.119047619047619,0.0,0.5595238095238095,10,4,2
4932.YPR132W,3,2.670693233706932,0.0,1.335346616853466,223,72,2
4932.YDL061C,3,18.235309245210235,0.0,9.117654622605118,205,9,2
4932.YHL015W,3,6.785973220019566,0.0,3.392986610009783,253,24,2
4932.YGR026W,3,0.0,0.0,0.0,0,3,-1
4932.YBL072C,3,1.6744971444798824,0.0,0.8372485722399412,205,105,2
4932.YJL118W,3,0.0,0.0,0.0,0,3,-1
4932.YGR273C,3,0.0,0.0,0.0,0,6,-1
4932.YLR333C,3,14.384009213796448,0.0,7.192004606898224,191,11,2
4932.YFL034C-A,3,18.806327106779595,0.0,9.403163553389797,171,8,2
4932.YJL138C,3,2.1531084656084656,0.0,1.0765542328042328,69,22,11
4932.YKL170W,3,20.46351239352848,0.0,10.23175619676424,231,9,2
4932.YNL249C,3,0.0,0.0,0.0,1,6,-1
4932.YOL120C,3,3.5969304421289774,0.0,1.7984652210644887,204,50,2
4932.YDR522C,3,0.0,0.0,0.0,1,3,-1
4932.YER049W,3,0.0,0.0,0.0,8,5,-1
4932.YLR264W,3,8.102336175828638,0.0,4.051168087914319,204,19,2
4932.YGL051W,3,0.0,0.0,0.0,1,3,-1
4932.YDR382W,3,38.964019851116625,0.0,19.482009925558312,156,4,2
4932.YAL017W,3,0.0,0.0,0.0,0,7,-1
4932.YDR212W,3,0.46860881300240564,0.0,0.23430440650120282,43,42,15
4932.YDL184C,3,70.88033163520127,0.0,35.440165817600636,143,1,2
4932.YLR124W,3,0.0,0.0,0.0,0,5,-1
4932.YMR024W,3,16.67263339070568,0.0,8.33631669535284,85,4,9
4932.YOR247W,3,0.0,0.0,0.0,0,8,-1
4932.YKL167C,3,3.5,0.0,1.75,8,1,1
4932.YGR214W,3,2.4839218489255854,0.0,1.2419609244627927,228,77,2
4932.YOR246C,3,0.0,0.0,0.0,1,8,-1
4932.YGR269W,3,0.0,0.0,0.0,0,7,-1
4932.YNR021W,3,0.0,0.0,0.0,0,7,-1
4932.YDR086C,3,4.186191425722831,0.0,2.0930957128614156,119,28,14
4932.YGL135W,3,2.5272860641390364,0.0,1.2636430320695182,193,69,2
4932.YGR034W,3,14.143809523809525,0.0,7.071904761904762,206,9,2
4932.YJL146W,3,0.0,0.0,0.0,1,2,-1
4932.YER140W,3,0.0,0.0,0.0,2,3,-1
4932.YGR210C,3,0.0,0.0,0.0,1,2,-1
4932.YBR146W,3,13.416909597896005,0.0,6.708454798948003,155,8,2
4932.YCL007C,3,0.0,0.0,0.0,1,3,-1
4932.YCR069W,3,0.0,0.0,0.0,0,5,-1
4932.YHR075C,3,2.909090909090909,0.0,1.4545454545454546,33,10,10
4932.YDR418W,3,2.468621897365616,0.0,1.234310948682808,203,71,2
4932.YLR419W,3,0.0,0.0,0.0,3,14,-1
4932.YML089C,3,0.0,0.0,0.0,0,3,-1
4932.YDR462W,3,14.197902416780666,0.0,7.098951208390333,86,6,5
4932.YOR150W,3,8.984006095106665,0.0,4.492003047553332,192,15,1
4932.YDL046W,3,0.0,0.0,0.0,0,4,-1
4932.YDR292C,3,2.65359477124183,0.0,1.326797385620915,18,6,10
4932.YLR406C,3,25.036948051948052,0.0,12.518474025974026,176,7,2
4932.YIL133C,3,3.0139681418560995,0.0,1.5069840709280498,229,58,2
4932.YNL002C,3,0.9194946079561463,0.0,0.4597473039780732,173,161,2
4932.YMR098C,3,1.25,0.0,0.625,11,7,1
4932.YNL255C,3,0.0,0.0,0.0,9,23,-1
4932.YIR016W,3,0.0,0.0,0.0,0,4,-1
4932.YHR159W,3,0.0,0.0,0.0,0,3,-1
4932.YCR071C,3,10.033024691358024,0.0,5.016512345679012,81,8,1
4932.YNL301C,3,3.5693964390276136,0.0,1.7846982195138068,202,50,2
4932.YLR167W,3,1.2898123909249564,0.0,0.6449061954624782,196,124,14
4932.YKL023W,3,1.0,0.0,0.5,3,1,4
4932.YMR260C,3,3.761425248065328,0.0,1.880712624032664,124,25,2
4932.YPR063C,3,0.0,0.0,0.0,2,3,-1
4932.YPR011C,3,0.0,0.0,0.0,1,6,-1
4932.YLR291C,3,0.6,0.0,0.3,10,14,5
4932.YNL069C,3,10.270192002008981,0.0,5.135096001004491,201,17,2
4932.YKL006W,3,3.2085603937667386,0.0,1.6042801968833693,176,49,2
4932.YDR450W,3,3.25041220986767,0.0,1.625206104933835,221,59,2
4932.YLR061W,3,3.6935157041540023,0.0,1.8467578520770012,192,46,2
4932.YDR337W,3,17.124743677375257,0.0,8.562371838687628,210,12,2
4932.YIL173W,3,0.0,0.0,0.0,0,3,-1
4932.YJR047C,3,5.759822361546499,0.0,2.8799111807732496,90,13,1
4932.YLR244C,3,3.678571428571429,0.0,1.8392857142857144,8,2,5
4932.YFR007W,3,0.0,0.0,0.0,2,5,-1
4932.YGL084C,3,0.0,0.0,0.0,0,5,-1
4932.YMR116C,3,2.9864077464639847,0.0,1.4932038732319923,242,61,2
4932.YLR367W,3,2.5025148923347937,0.0,1.2512574461673969,200,71,2
4932.YPR016C,3,0.9289337021937488,0.0,0.4644668510968744,108,90,2
4932.YDR211W,3,1.2905982905982905,0.0,0.6452991452991452,16,6,10
4932.YPL148C,3,0.0,0.0,0.0,0,3,-1
4932.YLR249W,3,0.713458002289838,0.0,0.356729001144919,45,34,2
4932.YKL156W,3,2.424573007661439,0.0,1.2122865038307196,200,74,2
4932.YHR010W,3,3.5986654252017383,0.0,1.7993327126008691,182,46,2
4932.YOR042W,3,0.0,0.0,0.0,3,17,-1
4932.YOR050C,3,0.0,0.0,0.0,0,3,-1
4932.YMR132C,3,0.0,0.0,0.0,1,2,-1
4932.YGR016W,3,0.0,0.0,0.0,0,3,-1
4932.YNL081C,3,22.74392998306042,0.0,11.37196499153021,232,9,2
4932.YKR084C,3,5.484971334971335,0.0,2.7424856674856675,114,17,2
4932.YLR104W,3,0.0,0.0,0.0,2,3,-1
4932.YJL189W,3,4.397456820345437,0.0,2.1987284101727185,176,34,2
4932.YGL213C,3,2.543092463092463,0.0,1.2715462315462316,101,38,2
4932.YGR271W,3,0.3055555555555556,0.0,0.1527777777777778,11,10,2
4932.YPL243W,3,6.690476190476191,0.0,3.3452380952380953,21,3,2
4932.YLR283W,3,0.0,0.0,0.0,1,5,-1
4932.YNL234W,3,0.0,0.0,0.0,0,7,-1
4932.YBR031W,3,3.0375372178769227,0.0,1.5187686089384613,209,58,2
4932.YOR182C,3,5.757048872180452,0.0,2.878524436090226,192,30,2
4932.YPR100W,3,8.831717171717173,0.0,4.415858585858587,100,11,1
4932.YOR187W,3,1.8981731306383942,0.0,0.9490865653191971,106,45,1
4932.YHR021C,3,21.06008389210373,0.0,10.530041946051865,193,7,2
4932.YJR126C,3,-0.33333333333333337,0.0,-0.16666666666666669,2,3,-1
4932.YHR039C,3,0.0,0.0,0.0,1,6,-1
4932.YDL191W,3,2.46548768979776,0.0,1.23274384489888,221,73,2
4932.YJL111W,3,1.4955373406193078,0.0,0.7477686703096539,64,33,10
4932.YLR312W-A,3,24.630754041712947,0.0,12.315377020856474,74,3,1
4932.YGL177W,3,0.0,0.0,0.0,0,5,-1
4932.YBL042C,3,0.0,0.0,0.0,0,4,-1
4932.YGR076C,3,24.972252252252254,0.0,12.486126126126127,76,2,1
4932.YBR079C,3,2.2773805470434683,0.0,1.1386902735217341,96,29,2
4932.YKL090W,3,1.2666666666666666,0.0,0.6333333333333333,5,3,10
4932.YPL081W,3,1.6923250757687591,0.0,0.8461625378843796,207,103,2
4932.YDL040C,3,5.434006734006734,0.0,2.717003367003367,55,10,10
4932.YPL257W-A,3,0.0,0.0,0.0,0,3,-1
4932.YDR025W,3,1.8531692177166652,0.0,0.9265846088583326,221,99,2
4932.YML068W,3,0.0,0.0,0.0,2,5,-1
4932.YOR167C,3,2.4423716288545876,0.0,1.2211858144272938,199,73,2
4932.YJR094W-A,3,5.419675562532705,0.0,2.7098377812663523,199,32,2
4932.YOL092W,3,0.0,0.0,0.0,0,4,-1
4932.YPR041W,3,4.5651922784617724,0.0,2.2825961392308862,91,13,2
4932.YPR102C,3,5.2094476561518155,0.0,2.6047238280759077,223,36,2
4932.YOL023W,3,1.923784261715296,0.0,0.961892130857648,33,10,1
4932.YOR096W,3,1.6500531768577358,0.0,0.8250265884288679,211,107,2
4932.YIL069C,3,2.585815659475432,0.0,1.292907829737716,209,72,2
4932.YGR201C,3,3.9254032258064515,0.0,1.9627016129032258,33,7,10
4932.YOL127W,3,1.9722902215339797,0.0,0.9861451107669899,242,96,2
4932.YBR066C,3,0.0,0.0,0.0,0,6,-1
4932.YBR287W,3,0.0,0.0,0.0,2,4,-1
4932.YHL033C,3,3.1973131585395738,0.0,1.5986565792697869,178,51,2
4932.YGL036W,3,0.0,0.0,0.0,1,2,-1
4932.YKL155C,3,1.8265002970885322,0.0,0.9132501485442661,35,17,2
4932.YDL075W,3,3.711683848797251,0.0,1.8558419243986255,198,47,2
4932.YGR054W,3,7.435135135135135,0.0,3.7175675675675675,79,6,14
4932.YOR158W,3,18.4537208441318,0.0,9.2268604220659,75,3,1
4932.YOR104W,3,0.0,0.0,0.0,1,10,-1
4932.YHR132C,3,0.3333333333333333,0.0,0.16666666666666666,3,9,5
4932.YMR158W,3,39.448393482564335,0.0,19.724196741282167,201,3,2
4932.YDR370C,3,0.0,0.0,0.0,1,5,-1
4932.YLR048W,3,10.447049273836162,0.0,5.223524636918081,217,17,2
4932.YNR037C,3,16.24759822434241,0.0,8.123799112171206,219,10,2
4932.YJR100C,3,0.0,0.0,0.0,1,2,-1
4932.YML063W,3,2.010525177856253,0.0,1.0052625889281266,210,88,2
4932.YEL026W,3,0.0,0.0,0.0,128,187,2
4932.YGL103W,3,2.263064525828372,0.0,1.131532262914186,248,85,2
4932.YMR180C,3,0.0,0.0,0.0,0,4,-1
4932.YLR029C,3,3.467219197058191,0.0,1.7336095985290956,216,53,2
4932.YPR043W,3,5.712130114779546,0.0,2.856065057389773,197,30,2
4932.YDR471W,3,2.3789261266636834,0.0,1.1894630633318417,172,65,2
4932.YCR047W-A,3,0.0,0.0,0.0,1,4,-1
4932.YBR122C,3,1.0,0.0,0.5,78,0,-1
4932.YNL178W,3,1.5008004163352213,0.0,0.7504002081676107,256,124,2
4932.YNL244C,3,7.217739189649302,0.0,3.608869594824651,94,7,2
4932.YJL133C-A,3,0.0,0.0,0.0,0,3,-1
4932.YDL227C,3,0.0,0.0,0.0,0,3,-1
4932.YLR075W,3,4.833328049553724,0.0,2.416664024776862,208,35,2
4932.YKL056C,3,18.151146358089346,0.0,9.075573179044673,165,8,2
4932.YBR101C,3,0.0,0.0,0.0,47,37,15
4932.YPR189W,3,4.147070707070707,0.0,2.0735353535353536,101,23,2
4932.YMR225C,3,14.279069767441861,0.0,7.1395348837209305,45,1,1
4932.YOR286W,3,0.0,0.0,0.0,4,7,-1
4932.YHR038W,3,15.408524808524808,0.0,7.704262404262404,79,4,1
4932.YPL143W,3,3.417122433314143,0.0,1.7085612166570714,196,51,2
4932.YNL239W,3,0.0,0.0,0.0,1,5,-1
4932.YCR046C,3,5.927440062317879,0.0,2.9637200311589393,141,19,7
4932.YMR121C,3,19.123672279792746,0.0,9.561836139896373,194,9,2
4932.YDR252W,3,7.607345035916464,0.0,3.803672517958232,99,13,11
4932.YOR361C,3,1.6946082137659466,0.0,0.8473041068829733,128,56,2
4932.YHR077C,3,0.0,0.0,0.0,15,22,11
4932.YJL096W,3,17.75,0.0,8.875,72,3,1
4932.YOL121C,3,3.5662384716732545,0.0,1.7831192358366272,212,51,2
4932.YBL091C,3,0.6666666666666666,0.0,0.3333333333333333,6,6,2
4932.YJL177W,3,2.5850695179051097,0.0,1.2925347589525549,202,66,2
4932.YNL185C,3,10.464266285869712,0.0,5.232133142934856,174,14,10
4932.YIL142W,3,1.1260473588342441,0.0,0.5630236794171221,65,41,14
4932.YOR183W,3,1.0,0.0,0.5,1,0,-1
4932.YKL183W,3,1.0,0.0,0.5,2,2,5
4932.YBL087C,3,3.2878267608572536,0.0,1.6439133804286268,216,56,2
4932.YDR385W,3,5.880913569189431,0.0,2.9404567845947156,181,24,2
4932.YML105C,3,4.121044546850999,0.0,2.0605222734254993,31,7,10
4932.YDL143W,3,1.2213422208011018,0.0,0.6106711104005509,66,39,14
4932.YNR036C,3,21.31054718477399,0.0,10.655273592386996,197,7,1
4932.YNL122C,3,21.519064396163632,0.0,10.759532198081816,133,4,2
4932.YOR242C,3,0.0,0.0,0.0,0,6,-1
4932.YMR194W,3,3.3477428796577735,0.0,1.6738714398288868,193,50,2
4932.YFL034W,3,0.0,0.0,0.0,1,2,-1
4932.YOR063W,3,1.9223937762932846,0.0,0.9611968881466423,253,100,2
4932.YPL183W-A,3,6.2749087473697776,0.0,3.1374543736848888,150,18,2
4932.YDL202W,3,9.085604026845637,0.0,4.542802013422818,152,14,1
4932.YPL119C,3,0.0,0.0,0.0,12,11,2
4932.YCR077C,3,2.6284722222222223,0.0,1.3142361111111112,65,23,11
4932.YKL003C,3,10.329140300415467,0.0,5.164570150207734,153,11,2
4932.YHL001W,3,2.392416086421341,0.0,1.1962080432106705,162,62,2
4932.YMR140W,3,0.0,0.0,0.0,2,11,-1
4932.YPR088C,3,4.2246680642907055,0.0,2.1123340321453528,54,12,14
4932.YER102W,3,1.6559889052831145,0.0,0.8279944526415572,212,104,2
4932.YEL054C,3,7.149053991693585,0.0,3.5745269958467927,201,24,2
4932.YOR051C,3,0.0,0.0,0.0,1,2,-1
4932.YGR083C,3,0.8939393939393938,0.0,0.4469696969696969,14,9,5
4932.YDR117C,3,4.711111111111111,0.0,2.3555555555555556,10,2,5
4932.YML026C,3,3.3336751668698725,0.0,1.6668375834349363,227,59,2
4932.YKR006C,3,71.9745696400626,0.0,35.9872848200313,73,0,0
4932.YAL035W,3,1.7648024714869126,0.0,0.8824012357434563,186,82,2
4932.YIL070C,3,0.7242424242424242,0.0,0.3621212121212121,13,14,1
4932.YIL052C,3,21.423024615803072,0.0,10.711512307901536,173,7,2
4932.YDR089W,3,2.25,0.0,1.125,10,3,7
4932.YHL026C,3,0.0,0.0,0.0,0,3,-1
4932.YIL152W,3,0.0,0.0,0.0,2,6,-1
4932.YOR293W,3,22.985288103709156,0.0,11.492644051854578,211,7,2
4932.YDL045W-A,3,11.210089488570501,0.0,5.605044744285251,80,6,1
4932.YNL284C,3,8.092358043458821,0.0,4.046179021729411,216,21,2
4932.YIL148W,3,2.218204579929455,0.0,1.1091022899647276,189,73,14
4932.YPL025C,3,1.1666666666666665,0.0,0.5833333333333333,3,2,5
4932.YHL004W,3,15.548631395242031,0.0,7.774315697621016,194,9,2
4932.YKR023W,3,3.0,0.0,1.5,6,2,1
4932.YPL052W,3,0.0,0.0,0.0,1,4,-1
4932.YMR012W,3,4.8,0.0,2.4,11,1,14
4932.YLR192C,3,12.211896828335185,0.0,6.105948414167592,78,2,2
4932.YER115C,3,0.0,0.0,0.0,0,3,-1
4932.YGR049W,3,0.0,0.0,0.0,1,2,-1
4932.YKR059W,3,2.8694736842105266,0.0,1.4347368421052633,81,20,11
4932.YGL031C,3,9.760532385365751,0.0,4.880266192682876,181,15,2
4932.YER165W,3,0.0,0.0,0.0,50,79,11
4932.YER007C-A,3,8.63614363778298,0.0,4.31807181889149,61,7,14
4932.YBL090W,3,39.40847127555988,0.0,19.70423563777994,80,1,7
4932.YOL039W,3,31.163275434243175,0.0,15.581637717121588,157,4,2
4932.YLR441C,3,1.6769077883991668,0.0,0.8384538941995834,217,108,2
4932.YEL034W,3,12.477902869757175,0.0,6.2389514348785875,152,11,5
4932.YJL102W,3,2.8176638176638176,0.0,1.4088319088319088,27,9,7
4932.YDR333C,3,0.0,0.0,0.0,6,10,14
4932.YGL173C,3,1.1192032678869535,0.0,0.5596016339434767,117,84,11
4932.YPL118W,3,36.9537208441318,0.0,18.4768604220659,75,1,1
4932.YGL110C,3,3.0,0.0,1.5,6,2,1
4932.YGR148C,3,11.65076633676065,0.0,5.825383168380325,164,14,2
4932.YER025W,3,2.5838474882415006,0.0,1.2919237441207503,115,32,2
4932.YLR340W,3,1.7232988802756246,0.0,0.8616494401378123,221,103,2
4932.YJR145C,3,1.7885616647615008,0.0,0.8942808323807504,224,100,2
4932.YDR061W,3,0.0,0.0,0.0,8,25,-1
4932.YGL123W,3,2.4796489742141916,0.0,1.2398244871070958,262,79,2
4932.YML073C,3,3.4067593474258873,0.0,1.7033796737129436,180,48,2
4932.YLL039C,3,1.0379970822578835,0.0,0.5189985411289417,136,123,14
4932.YHR141C,3,7.559162348877375,0.0,3.7795811744386874,196,22,2
4932.YJL014W,3,0.6331868131868132,0.0,0.3165934065934066,30,24,10
4932.YGR215W,3,78.90879584550471,0.0,39.45439792275236,79,1,1
4932.YLR289W,3,4.759103641456583,0.0,2.3795518207282913,34,7,1
4932.YIL154C,3,0.0,0.0,0.0,1,6,-1
4932.YCR061W,3,0.0,0.0,0.0,2,1,-1
4932.YIL093C,3,38.91242091242091,0.0,19.456210456210457,79,1,9
4932.YDR336W,3,0.0,0.0,0.0,3,0,-1
4932.YDR175C,3,27.535605837986093,0.0,13.767802918993047,84,2,7
4932.YBL092W,3,3.04843648448545,0.0,1.524218242242725,212,58,2
4932.YCR031C,3,1.695083170254403,0.0,0.8475415851272015,222,109,2
4932.YLR398C,3,2.5711608018861014,0.0,1.2855804009430507,105,37,2
4932.YER072W,3,0.0,0.0,0.0,11,9,7
4932.YPL009C,3,1.0083333333333333,0.0,0.5041666666666667,19,9,14
4932.YNL311C,3,0.0,0.0,0.0,0,4,-1
4932.YJR112W-A,3,0.0,0.0,0.0,1,3,-1
4932.YKL050C,3,0.0,0.0,0.0,0,5,-1
4932.YEL050C,3,9.8350121872707,0.0,4.91750609363535,195,18,1
4932.YMR188C,3,18.101377625447274,0.0,9.050688812723637,207,7,2
4932.YLR150W,3,1.0,0.0,0.5,117,0,-1
4932.YNL306W,3,26.362667060959282,0.0,13.181333530479641,189,5,4
4932.YCR090C,3,0.0,0.0,0.0,0,7,-1
4932.YHR013C,3,6.0451178451178444,0.0,3.0225589225589222,55,9,10
4932.YHR168W,3,0.31701631701631705,0.0,0.15850815850815853,13,12,2
4932.YGR162W,3,0.0,0.0,0.0,61,97,-1
4932.Q0140,3,6.1786486486486485,0.0,3.0893243243243242,75,12,1
4932.YNL209W,3,2.8943506115317414,0.0,1.4471753057658707,104,31,15
